Species_BirdTree,Migration,Ref.1_max.elevation,Ref.1_min.elevation,Ref.2_max.elevation,Ref.2_min.elevation,Updated_max.elevation,Updated_min.elevation,Source_updated.elevation
Campephilus gayaquilensis,1,1500,0,1500,0,NA,NA,NA
Campephilus guatemalensis,1,2000,0,2000,0,NA,NA,NA
Campephilus haematogaster,1,2200,NA,2200,0,NA,NA,NA
Campephilus imperialis,1,3050,1670,3050,1670,NA,NA,NA
Campephilus leucopogon,1,2500,NA,2500,4,NA,NA,NA
Campephilus magellanicus,1,2000,0,2000,0,NA,NA,NA
Campephilus melanoleucos,1,3100,0,2500,0,3100,0,del Hoyo (2020)
Campephilus pollens,1,3750,900,3300,1300,3800,900,del Hoyo (2020)
Campephilus principalis,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Campephilus robustus,1,2200,NA,2200,0,NA,NA,NA
Campephilus rubricollis,1,2400,0,2400,0,NA,NA,NA
Campethera abingoni,1,2000,0,2200,0,NA,NA,NA
Campethera bennettii,1,1600,NA,1600,0,NA,NA,NA
Campethera cailliautii,1,2100,NA,2100,0,NA,NA,NA
Campethera caroli,1,1800,NA,1800,0,NA,NA,NA
Campethera maculosa,1,1200,0,1200,0,NA,NA,NA
Campethera mombassica,1,NA,NA,200,0,NA,NA,NA
Campethera nivosa,1,1800,0,1800,0,NA,NA,NA
Campethera notata,1,NA,NA,500,0,NA,NA,NA
Campethera nubica,1,2300,0,2300,0,NA,NA,NA
Campethera punctuligera,1,NA,NA,1000,0,NA,NA,NA
Campethera scriptoricauda,1,NA,NA,1600,0,NA,NA,NA
Campethera tullbergi,1,3000,900,3000,900,NA,NA,NA
Campochaera sloetii,1,1100,NA,1100,0,NA,NA,NA
Camptostoma imberbe,3,2100,NA,2100,0,2100,0,del Hoyo (2020)
Camptostoma obsoletum,1,3120,NA,3120,0,NA,NA,NA
Campylopterus curvipennis,1,1400,0,1400,0,NA,NA,NA
Campylopterus duidae,1,1700,1220,1700,1220,NA,NA,NA
Campylopterus ensipennis,1,2000,400,2000,400,NA,NA,NA
Campylopterus excellens,1,NA,NA,1200,0,NA,NA,NA
Campylopterus falcatus,1,3000,900,3000,450,3000,400,del Hoyo (2020)
Campylopterus hemileucurus,1,2400,100,2400,100,NA,NA,NA
Campylopterus hyperythrus,1,2050,1200,2050,1000,NA,NA,NA
Campylopterus largipennis,1,1400,100,1300,0,NA,NA,NA
Campylopterus phainopeplus,1,4800,1200,NA,NA,NA,NA,NA
Campylopterus rufus,1,2000,0,2000,900,2000,0,del Hoyo (2020)
Campylopterus villaviscensio,1,1800,780,1800,780,NA,NA,NA
Campylorhamphus falcularius,1,NA,NA,1600,0,NA,NA,NA
Campylorhamphus procurvoides,1,900,NA,900,0,NA,NA,NA
Campylorhamphus pucherani,1,3250,900,3200,1000,NA,NA,NA
Campylorhamphus pusillus,1,2500,0,2700,250,NA,NA,NA
Campylorhamphus trochilirostris,1,2100,0,2100,0,NA,NA,NA
Campylorhynchus albobrunneus,1,1500,0,1700,0,NA,NA,NA
Campylorhynchus brunneicapillus,1,2000,0,2000,0,NA,NA,NA
Campylorhynchus chiapensis,1,300,0,300,0,NA,NA,NA
Campylorhynchus fasciatus,1,2500,0,2200,0,2500,0,del Hoyo (2020)
Campylorhynchus griseus,1,2100,0,2100,0,NA,NA,NA
Campylorhynchus gularis,1,3000,800,3000,800,NA,NA,NA
Campylorhynchus jocosus,1,2500,600,2500,600,NA,NA,NA
Campylorhynchus megalopterus,1,3150,2100,3150,2100,NA,NA,NA
Campylorhynchus nuchalis,1,800,0,1000,0,NA,NA,NA
Campylorhynchus rufinucha,1,1400,0,1400,0,NA,NA,NA
Campylorhynchus turdinus,1,1300,0,1300,0,NA,NA,NA
Campylorhynchus yucatanicus,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Campylorhynchus zonatus,1,3000,0,3000,0,NA,NA,NA
Canirallus kioloides,1,1550,0,1550,0,NA,NA,NA
Canirallus oculeus,1,NA,NA,750,0,NA,NA,NA
Capito auratus,1,NA,NA,1600,0,NA,NA,NA
Capito aurovirens,1,600,0,600,0,NA,NA,NA
Capito brunneipectus,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Capito dayi,1,550,0,550,50,NA,NA,NA
Capito hypoleucus,1,1600,200,1800,200,NA,NA,NA
Capito maculicoronatus,1,1200,0,1200,0,NA,NA,NA
Capito niger,1,1700,0,1600,0,NA,NA,NA
Capito quinticolor,1,600,0,600,0,NA,NA,NA
Capito squamatus,1,1500,NA,1500,0,NA,NA,NA
Capito wallacei,1,1500,1350,1500,1350,NA,NA,NA
Caprimulgus aegyptius,3,NA,NA,1600,900,700,0,del Hoyo (2020)
Caprimulgus affinis,2,1500,0,1500,0,NA,NA,NA
Caprimulgus anthonyi,2,775,0,800,0,NA,NA,NA
Caprimulgus asiaticus,1,1500,0,1500,0,NA,NA,NA
Caprimulgus atripennis,1,2000,0,2000,0,NA,NA,NA
Caprimulgus badius,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Caprimulgus batesi,1,NA,NA,1000,0,NA,NA,NA
Caprimulgus binotatus,2,NA,NA,1200,0,1200,0,del Hoyo (2020)
Caprimulgus carolinensis,3,2600,0,2600,0,NA,NA,NA
Caprimulgus cayennensis,2,3200,0,3200,0,NA,NA,NA
Caprimulgus celebensis,1,NA,NA,200,0,NA,NA,NA
Caprimulgus clarus,1,2000,0,2000,0,NA,NA,NA
Caprimulgus climacurus,1,NA,NA,1100,0,NA,NA,NA
Caprimulgus concretus,1,500,0,500,0,NA,NA,NA
Caprimulgus cubanensis,1,2000,0,1850,0,NA,NA,NA
Caprimulgus donaldsoni,1,1700,0,1700,0,NA,NA,NA
Caprimulgus ekmani,1,1500,0,1500,0,NA,NA,NA
Caprimulgus enarratus,1,1800,0,1880,0,NA,NA,NA
Caprimulgus europaeus,3,5000,0,2800,0,5000,0,del Hoyo (2020)
Caprimulgus eximius,2,600,0,600,0,NA,NA,NA
Caprimulgus fossii,1,1850,0,1850,0,NA,NA,NA
Caprimulgus fraenatus,1,3200,0,3200,0,NA,NA,NA
Caprimulgus heterurus,1,NA,NA,2600,0,NA,NA,NA
Caprimulgus hirundinaceus,1,NA,NA,700,0,NA,NA,NA
Caprimulgus indicus,1,3300,0,3300,0,NA,NA,NA
Caprimulgus inornatus,1,1800,0,1800,0,NA,NA,NA
Caprimulgus longirostris,1,NA,NA,4400,0,NA,NA,NA
Caprimulgus macrurus,1,2700,0,2700,0,NA,NA,NA
Caprimulgus maculicaudus,1,NA,NA,1350,0,NA,NA,NA
Caprimulgus maculosus,NA,NA,NA,NA,NA,200,0,del Hoyo (2020)
Caprimulgus madagascariensis,1,1800,0,1800,0,NA,NA,NA
Caprimulgus mahrattensis,1,500,0,500,0,NA,NA,NA
Caprimulgus manillensis,1,2000,0,2000,0,NA,NA,NA
Caprimulgus meesi,1,NA,NA,NA,NA,800,0,del Hoyo (2020)
Caprimulgus natalensis,1,2200,0,2200,0,NA,NA,NA
Caprimulgus nigrescens,1,1100,100,1350,0,NA,NA,NA
Caprimulgus nigriscapularis,2,2000,0,2000,0,NA,NA,NA
Caprimulgus noctitherus,1,230,0,NA,NA,NA,NA,NA
Caprimulgus nubicus,2,1000,0,1650,0,1700,0,del Hoyo (2020)
Caprimulgus parvulus,2,NA,NA,1000,0,1000,0,del Hoyo (2020)
Caprimulgus pectoralis,2,1500,0,1500,0,NA,NA,NA
Caprimulgus poliocephalus,2,3350,1000,3350,1000,NA,NA,NA
Caprimulgus prigoginei,1,NA,NA,NA,NA,1300,1300,del Hoyo (2020)
Caprimulgus pulchellus,1,2100,800,2200,800,NA,NA,NA
Caprimulgus ridgwayi,1,NA,NA,2400,0,NA,NA,NA
Caprimulgus ruficollis,3,1500,0,1000,0,1500,0,del Hoyo (2020)
Caprimulgus rufigena,3,1600,0,1600,0,NA,NA,NA
Caprimulgus rufus,1,NA,NA,1800,0,NA,NA,NA
Caprimulgus ruwenzorii,2,2800,1500,2800,1500,NA,NA,NA
Caprimulgus salvini,1,NA,NA,500,0,NA,NA,NA
Caprimulgus saturatus,1,3100,1500,3100,1500,NA,NA,NA
Caprimulgus sericocaudatus,1,NA,NA,913,82,NA,NA,NA
Caprimulgus solala,NA,NA,NA,1400,1000,NA,NA,NA
Caprimulgus stellatus,1,1980,0,1980,0,NA,NA,NA
Caprimulgus tristigma,1,2000,600,2000,600,NA,NA,NA
Caprimulgus vociferus,3,3000,0,3000,0,NA,NA,NA
Caprimulgus whitelyi,2,1800,1280,1800,850,1800,800,del Hoyo (2020)
Capsiempis flaveola,1,1500,0,1500,0,NA,NA,NA
Caracara cheriway,1,NA,NA,NA,NA,3000,0,del Hoyo (2020)
Caracara plancus,1,NA,NA,2000,0,NA,NA,NA
Cardellina rubrifrons,3,3000,1300,3000,2000,3000,700,del Hoyo (2020)
Cardinalis cardinalis,1,2600,0,2000,0,4100,0,del Hoyo (2020)
Cardinalis phoeniceus,1,700,0,700,0,NA,NA,NA
Cardinalis sinuatus,1,2000,0,2000,0,NA,NA,NA
Carduelis ambigua,1,3100,NA,3100,1200,NA,NA,NA
Carduelis atrata,1,4800,1800,5000,1800,NA,NA,NA
Carduelis atriceps,1,3050,2350,3500,2350,3500,2300,del Hoyo (2020)
Carduelis barbata,1,1500,NA,3000,0,1500,0,del Hoyo (2020)
Carduelis cannabina,1,3600,0,3600,0,NA,NA,NA
Carduelis carduelis,1,4200,0,NA,NA,NA,NA,NA
Carduelis chloris,1,2000,0,2000,0,NA,NA,NA
Carduelis citrinella,1,NA,NA,3000,1350,NA,NA,NA
Carduelis corsicana,1,NA,NA,1400,800,NA,NA,NA
Carduelis crassirostris,1,4800,3000,4800,2000,4800,3000,del Hoyo (2020)
Carduelis cucullata,1,1200,100,1200,100,NA,NA,NA
Carduelis dominicensis,1,2500,500,2500,1000,2500,500,del Hoyo (2020)
Carduelis flammea,2,2100,0,2100,0,NA,NA,NA
Carduelis flavirostris,3,4900,0,NA,NA,NA,NA,NA
Carduelis hornemanni,2,NA,NA,1300,0,1400,0,del Hoyo (2020)
Carduelis johannis,1,2400,1200,NA,NA,NA,NA,NA
Carduelis lawrencei,3,2900,0,2900,0,NA,NA,NA
Carduelis magellanica,1,5000,0,5000,0,NA,NA,NA
Carduelis monguilloti,1,1900,1200,1900,1050,NA,NA,NA
Carduelis notata,1,3000,0,3000,0,NA,NA,NA
Carduelis olivacea,1,3000,900,3000,750,NA,NA,NA
Carduelis pinus,1,3500,1800,3500,1800,NA,NA,NA
Carduelis psaltria,1,3100,0,3200,0,NA,NA,NA
Carduelis siemiradzkii,1,1300,0,1300,0,NA,NA,NA
Carduelis sinica,1,2400,NA,2400,0,NA,NA,NA
Carduelis spinescens,1,4100,1500,4100,1500,NA,NA,NA
Carduelis spinoides,1,4400,NA,4400,1100,NA,NA,NA
Carduelis spinus,1,NA,NA,2000,0,NA,NA,NA
Carduelis tristis,1,NA,NA,2000,0,NA,NA,NA
Carduelis uropygialis,1,4000,0,4000,2500,4000,0,del Hoyo (2020)
Carduelis xanthogastra,1,3700,800,3700,800,NA,NA,NA
Carduelis yarrellii,1,550,NA,550,0,NA,NA,NA
Carduelis yemenensis,1,3660,1600,3660,1600,NA,NA,NA
Cariama cristata,1,2000,0,2000,0,NA,NA,NA
Caridonax fulgidus,1,1700,0,NA,NA,NA,NA,NA
Carpococcyx radiatus,1,1700,300,1700,300,NA,NA,NA
Carpococcyx renauldi,1,900,NA,900,0,NA,NA,NA
Carpococcyx viridis,1,1400,300,1400,300,NA,NA,NA
Carpodacus cassinii,1,3000,2200,3000,1000,3000,300,del Hoyo (2020)
Carpodacus edwardsii,2,4270,1060,3700,2000,4270,1060,Birds of the World (2022)
Carpodacus eos,2,4900,NA,4900,3950,5000,3000,del Hoyo (2020)
Carpodacus erythrinus,3,4550,100,4550,0,NA,NA,NA
Carpodacus mexicanus,2,2000,NA,2000,0,2000,0,del Hoyo (2020)
Carpodacus nipalensis,2,4400,900,4400,1900,4400,900,del Hoyo (2020)
Carpodacus pulcherrimus,2,4650,2100,4650,3600,4500,2100,del Hoyo (2020)
Carpodacus puniceus,1,5700,2400,5700,3300,5700,1500,del Hoyo (2020)
Carpodacus purpureus,2,NA,NA,4000,0,1900,0,del Hoyo (2020)
Carpodacus rhodochlamys,2,4900,1200,4900,2500,4900,1200,del Hoyo (2020)
Carpodacus roborowskii,1,5400,4500,5400,4500,NA,NA,NA
Carpodacus rodochroa,2,NA,NA,5150,2745,5200,500,del Hoyo (2020)
Carpodacus rodopeplus,2,4600,2000,4600,3000,4600,2000,del Hoyo (2020)
Carpodacus roseus,3,3030,1500,3030,0,3100,1500,del Hoyo (2020)
Carpodacus rubescens,1,4000,1500,4000,2745,4000,1300,del Hoyo (2020)
Carpodacus rubicilla,1,5000,500,5000,2500,5000,500,del Hoyo (2020)
Carpodacus rubicilloides,1,5200,2200,5200,3700,5200,2200,del Hoyo (2020)
Carpodacus synoicus,1,3500,0,3500,1000,3500,0,del Hoyo (2020)
Carpodacus thura,1,4600,1900,4600,2400,4600,1100,del Hoyo (2020)
Carpodacus trifasciatus,1,3050,1800,3050,2100,3100,1800,del Hoyo (2020)
Carpodacus vinaceus,1,3500,500,3500,1830,3500,500,del Hoyo (2020)
Carpodectes antoniae,1,800,0,800,0,NA,NA,NA
Carpodectes hopkei,1,900,0,1200,0,1500,0,del Hoyo (2020)
Carpodectes nitidus,1,750,NA,750,0,NA,NA,NA
Carpornis cucullata,1,NA,NA,1600,400,NA,NA,NA
Carpornis melanocephala,1,NA,NA,700,0,NA,NA,NA
Caryothraustes canadensis,1,1250,0,1250,0,NA,NA,NA
Caryothraustes poliogaster,1,1200,0,1200,0,NA,NA,NA
Casiornis fuscus,1,NA,NA,500,0,NA,NA,NA
Casiornis rufus,3,NA,NA,2500,14,2500,0,del Hoyo (2020)
Casmerodius albus,2,4080,0,4080,0,NA,NA,NA
Casuarius bennetti,1,3000,0,3600,0,3600,30,del Hoyo (2020)
Casuarius casuarius,1,1100,0,2228,0,1200,0,del Hoyo (2020)
Casuarius unappendiculatus,1,500,0,700,0,NA,NA,NA
Catamblyrhynchus diadema,1,3500,1800,3500,1800,NA,NA,NA
Catamenia analis,1,4650,0,4650,0,NA,NA,NA
Catamenia homochroa,1,3500,1600,3500,1600,NA,NA,NA
Catamenia inornata,1,4400,2600,4400,2200,4400,2600,del Hoyo (2020)
Cataponera turdoides,1,2400,1100,2400,1100,NA,NA,NA
Catharacta antarctica,3,NA,NA,NA,NA,600,0,del Hoyo (2020)
Catharacta chilensis,3,NA,NA,150,0,200,0,del Hoyo (2020)
Catharacta lonnbergi,3,NA,NA,NA,NA,600,0,del Hoyo (2020); Birds of the World (2022)
Catharacta maccormicki,3,NA,NA,150,0,700,0,del Hoyo (2020)
Catharacta skua,3,NA,NA,150,0,700,0,del Hoyo (2020)
Catharopeza bishopi,1,1100,300,NA,NA,NA,NA,NA
Cathartes aura,2,NA,NA,4300,0,4300,0,del Hoyo (2020)
Cathartes burrovianus,1,NA,NA,1200,0,NA,NA,NA
Cathartes melambrotus,1,NA,NA,1300,0,NA,NA,NA
Catharus aurantiirostris,1,2900,0,2900,400,2900,400,del Hoyo (2020)
Catharus bicknelli,3,NA,NA,2200,0,2200,0,del Hoyo (2020)
Catharus dryas,1,3000,400,3000,400,NA,NA,NA
Catharus frantzii,1,3500,1350,3500,1350,NA,NA,NA
Catharus fuscater,1,3250,600,3300,800,NA,NA,NA
Catharus fuscescens,3,2500,NA,2500,0,2500,0,del Hoyo (2020)
Catharus gracilirostris,1,3500,1800,3500,1800,NA,NA,NA
Catharus guttatus,3,3500,0,3500,0,NA,NA,NA
Catharus mexicanus,1,1800,0,1800,300,NA,NA,NA
Catharus minimus,3,NA,NA,1500,0,3000,0,del Hoyo (2020)
Catharus occidentalis,1,3500,1500,3500,1500,NA,NA,NA
Catharus ustulatus,3,2600,0,2600,800,3800,0,del Hoyo (2020)
Catherpes mexicanus,1,3000,0,3000,0,NA,NA,NA
Catoptrophorus semipalmatus,3,NA,NA,150,0,3400,0,del Hoyo (2020)
Catreus wallichi,1,3050,1200,3500,600,3500,600,del Hoyo (2020)
Celeus brachyurus,1,1740,0,1740,0,NA,NA,NA
Celeus castaneus,1,750,0,750,0,NA,NA,NA
Celeus elegans,1,1100,0,1100,0,NA,NA,NA
Celeus flavescens,1,NA,NA,1200,0,NA,NA,NA
Celeus flavus,1,700,0,700,0,NA,NA,NA
Celeus grammicus,1,1140,100,1200,100,NA,NA,NA
Celeus loricatus,1,1500,0,1500,0,NA,NA,NA
Celeus lugubris,1,NA,NA,900,14,NA,NA,NA
Celeus obrieni,1,NA,NA,NA,NA,600,100,del Hoyo (2020)
Celeus spectabilis,1,300,NA,700,87,300,0,del Hoyo (2020)
Celeus torquatus,1,725,100,750,0,NA,NA,NA
Celeus undatus,1,500,0,500,0,NA,NA,NA
Centrocercus minimus,1,2550,2250,3000,0,3100,800,del Hoyo (2020)
Centrocercus urophasianus,1,NA,NA,2600,0,NA,NA,NA
Centropus andamanensis,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Centropus anselli,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Centropus ateralbus,1,1200,0,1300,0,NA,NA,NA
Centropus bengalensis,1,1800,0,1800,0,NA,NA,NA
Centropus bernsteini,1,900,0,500,0,900,0,del Hoyo (2020)
Centropus celebensis,1,1000,0,1000,0,NA,NA,NA
Centropus chalybeus,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Centropus chlororhynchus,1,800,0,800,0,NA,NA,NA
Centropus cupreicaudus,1,1250,NA,1250,68,NA,NA,NA
Centropus goliath,2,NA,NA,NA,NA,300,0,del Hoyo (2020)
Centropus grillii,2,NA,NA,1650,0,2000,0,del Hoyo (2020)
Centropus leucogaster,1,NA,NA,900,0,NA,NA,NA
Centropus melanops,1,1200,NA,1200,0,NA,NA,NA
Centropus menbeki,1,800,0,800,0,NA,NA,NA
Centropus milo,1,NA,NA,NA,NA,1700,0,del Hoyo (2020)
Centropus monachus,1,2500,NA,2500,0,NA,NA,NA
Centropus nigrorufus,1,NA,NA,300,0,NA,NA,NA
Centropus phasianinus,1,NA,NA,1800,0,NA,NA,NA
Centropus rectunguis,1,1700,0,1700,0,NA,NA,NA
Centropus senegalensis,1,NA,NA,1600,0,NA,NA,NA
Centropus sinensis,1,2100,0,1525,0,2100,0,del Hoyo (2020)
Centropus spilopterus,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Centropus steerii,1,750,0,NA,NA,NA,NA,NA
Centropus superciliosus,1,2800,NA,2800,0,NA,NA,NA
Centropus toulou,1,1800,0,1800,0,NA,NA,NA
Centropus unirufus,1,NA,NA,1200,0,NA,NA,NA
Centropus violaceus,1,950,NA,950,0,NA,NA,NA
Centropus viridis,1,2000,NA,2000,0,NA,NA,NA
Cephalopterus glabricollis,2,2100,100,2100,750,2100,0,del Hoyo (2020)
Cephalopterus ornatus,1,1300,NA,1650,0,1300,0,del Hoyo (2020)
Cephalopterus penduliger,1,1800,80,1900,80,NA,NA,NA
Cephalopyrus flammiceps,2,4300,305,3000,1800,4300,200,del Hoyo (2020)
Cepphus carbo,3,NA,NA,150,0,200,0,del Hoyo (2020)
Cepphus columba,3,NA,NA,150,0,200,0,del Hoyo (2020)
Cepphus grylle,3,NA,NA,150,0,200,0,del Hoyo (2020)
Ceratogymna atrata,1,1500,NA,1500,0,NA,NA,NA
Ceratogymna elata,1,1000,0,1000,0,NA,NA,NA
Cercibis oxycerca,2,500,0,500,0,NA,NA,NA
Cercococcyx mechowi,1,1830,NA,1750,750,NA,NA,NA
Cercococcyx montanus,1,2800,NA,3000,0,NA,NA,NA
Cercococcyx olivinus,1,NA,NA,2000,750,NA,NA,NA
Cercomacra brasiliana,1,950,600,950,0,1000,0,del Hoyo (2020)
Cercomacra carbonaria,1,NA,NA,200,0,NA,NA,NA
Cercomacra cinerascens,1,1150,NA,1150,0,NA,NA,NA
Cercomacra ferdinandi,1,NA,NA,NA,NA,200,200,del Hoyo (2020)
Cercomacra laeta,1,600,0,600,0,NA,NA,NA
Cercomacra manu,1,1200,NA,1200,147,NA,NA,NA
Cercomacra melanaria,1,800,NA,800,54,NA,NA,NA
Cercomacra nigrescens,1,2200,NA,2200,0,NA,NA,NA
Cercomacra nigricans,1,1400,NA,1500,0,NA,NA,NA
Cercomacra parkeri,1,1950,1130,1950,1130,NA,NA,NA
Cercomacra serva,1,1350,NA,1500,60,NA,NA,NA
Cercomacra tyrannina,1,1900,0,1200,0,1900,0,del Hoyo (2020)
Cercomela dubia,3,NA,NA,1600,1000,1800,700,del Hoyo (2020)
Cercomela familiaris,1,2400,NA,2400,400,NA,NA,NA
Cercomela fusca,1,1800,NA,1800,0,NA,NA,NA
Cercomela melanura,1,NA,NA,2000,0,NA,NA,NA
Cercomela schlegelii,1,NA,NA,540,0,NA,NA,NA
Cercomela scotocerca,1,2440,400,2440,400,NA,NA,NA
Cercomela sinuata,1,NA,NA,3450,2250,NA,NA,NA
Cercomela sordida,1,5200,2100,5200,2100,NA,NA,NA
Cercomela tractrac,1,NA,NA,350,0,NA,NA,NA
Cercotrichas podobe,1,1500,NA,1500,0,NA,NA,NA
Cereopsis novaehollandiae,2,NA,NA,300,0,800,0,del Hoyo (2020)
Cerorhinca monocerata,3,NA,NA,150,0,300,0,del Hoyo (2020)
Certhia americana,1,3960,0,3960,0,NA,NA,NA
Certhia brachydactyla,1,2500,0,2000,0,2500,0,del Hoyo (2020)
Certhia discolor,1,3300,1300,3300,1600,NA,NA,NA
Certhia familiaris,1,3000,0,3000,0,NA,NA,NA
Certhia himalayana,1,4000,650,4000,1800,4000,600,del Hoyo (2020)
Certhia hodgsoni,1,4200,1600,4200,2550,4200,1600,del Hoyo (2020)
Certhia manipurensis,1,3050,1000,3000,1370,3100,800,del Hoyo (2020)
Certhia nipalensis,1,3660,1400,3660,1500,NA,NA,NA
Certhia tianquanensis,1,2830,1600,2830,2650,2900,1600,del Hoyo (2020)
Certhiaxis cinnamomeus,1,NA,NA,500,0,NA,NA,NA
Certhiaxis mustelinus,1,NA,NA,150,0,NA,NA,NA
Certhidea olivacea,1,800,0,NA,NA,NA,NA,NA
Certhilauda albescens,1,NA,NA,1100,0,NA,NA,NA
Certhilauda barlowi,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Certhilauda burra,1,1100,600,NA,NA,NA,NA,NA
Certhilauda chuana,1,NA,NA,1400,315,NA,NA,NA
Certhilauda curvirostris,1,NA,NA,400,0,NA,NA,NA
Certhilauda erythrochlamys,1,NA,NA,NA,NA,1500,0,del Hoyo (2020)
Certhilauda semitorquata,1,NA,NA,2000,800,NA,NA,NA
Certhilauda subcoronata,1,NA,NA,1100,0,NA,NA,NA
Certhionyx niger,3,NA,NA,550,0,600,0,del Hoyo (2020)
Certhionyx pectoralis,1,NA,NA,900,0,NA,NA,NA
Certhionyx variegatus,2,NA,NA,800,0,300,0,del Hoyo (2020)
Ceryle rudis,1,2500,0,2500,0,NA,NA,NA
Cettia acanthizoides,2,NA,NA,3660,0,2500,1000,del Hoyo (2020)
Cettia annae,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Cettia brunnescens,2,NA,NA,3660,2000,3600,2000,del Hoyo (2020)
Cettia brunnifrons,2,4300,75,4300,2300,4300,0,del Hoyo (2020)
Cettia canturians,2,NA,NA,1500,0,1500,0,del Hoyo (2020)
Cettia carolinae,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Cettia cetti,1,NA,NA,2450,0,NA,NA,NA
Cettia diphone,1,3000,0,3000,0,NA,NA,NA
Cettia flavolivacea,2,4900,700,3950,2400,4900,200,del Hoyo (2020)
Cettia fortipes,2,3300,215,3300,1200,3300,200,del Hoyo (2020)
Cettia haddeni,1,1400,1000,1400,1000,NA,NA,NA
Cettia major,1,4000,NA,4000,1500,NA,NA,NA
Cettia pallidipes,1,2255,250,2255,1000,2300,200,del Hoyo (2020)
Cettia parens,1,NA,NA,NA,NA,1100,600,del Hoyo (2020)
Cettia ruficapilla,1,1200,0,NA,NA,NA,NA,NA
Cettia seebohmi,1,NA,NA,2954,800,NA,NA,NA
Cettia vulcania,2,3800,0,3800,1000,3900,700,del Hoyo (2020)
Ceuthmochares aereus,1,2000,0,2000,0,NA,NA,NA
Ceyx erithaca,1,NA,NA,1300,0,NA,NA,NA
Ceyx fallax,1,1000,0,1000,0,NA,NA,NA
Ceyx lecontei,1,NA,NA,1500,500,NA,NA,NA
Ceyx lepidus,1,1300,0,1300,0,NA,NA,NA
Ceyx madagascariensis,1,NA,NA,1500,0,NA,NA,NA
Ceyx melanurus,1,750,0,750,0,NA,NA,NA
Ceyx pictus,1,NA,NA,1600,0,NA,NA,NA
Ceyx rufidorsa,1,NA,NA,455,0,NA,NA,NA
Chaetocercus astreans,1,NA,NA,NA,NA,2000,800,del Hoyo (2020)
Chaetocercus berlepschi,1,NA,NA,100,0,NA,NA,NA
Chaetocercus bombus,1,NA,NA,3000,0,NA,NA,NA
Chaetocercus heliodor,1,NA,NA,3000,1000,NA,NA,NA
Chaetocercus jourdanii,1,3000,900,2500,900,2500,900,del Hoyo (2020)
Chaetocercus mulsant,1,NA,NA,3500,800,NA,NA,NA
Chaetops aurantius,1,NA,NA,3450,1800,NA,NA,NA
Chaetops frenatus,1,NA,NA,3450,0,NA,NA,NA
Chaetorhynchus papuensis,1,1600,200,1600,200,NA,NA,NA
Chaetornis striata,2,NA,NA,460,0,500,0,del Hoyo (2020)
Chaetura brachyura,1,1900,0,1900,0,NA,NA,NA
Chaetura chapmani,2,1600,0,2500,0,1600,0,del Hoyo (2020)
Chaetura cinereiventris,1,1800,0,2000,0,NA,NA,NA
Chaetura egregia,1,1100,200,1200,0,NA,NA,NA
Chaetura fumosa,1,NA,NA,700,0,NA,NA,NA
Chaetura martinica,1,NA,NA,NA,NA,1000,0,del Hoyo (2020)
Chaetura meridionalis,3,1600,0,2500,0,1600,0,del Hoyo (2020)
Chaetura pelagica,3,3200,0,1500,0,3200,0,del Hoyo (2020)
Chaetura spinicaudus,1,NA,NA,2000,0,NA,NA,NA
Chaetura vauxi,3,1800,0,3000,0,3700,0,del Hoyo (2020)
Chaetura viridipennis,2,NA,NA,1500,0,200,0,del Hoyo (2020)
Chaimarrornis leucocephalus,1,5100,NA,5100,1800,NA,NA,NA
Chalcophaps indica,1,1450,0,1450,0,NA,NA,NA
Chalcophaps stephani,1,1200,0,1200,0,NA,NA,NA
Chalcopsitta atra,1,200,0,100,0,NA,NA,NA
Chalcopsitta cardinalis,1,1200,0,1200,0,NA,NA,NA
Chalcopsitta duivenbodei,1,200,0,200,0,NA,NA,NA
Chalcopsitta sintillata,1,NA,NA,800,0,NA,NA,NA
Chalcostigma herrani,1,4000,2700,4000,2450,NA,NA,NA
Chalcostigma heteropogon,1,3900,3000,3900,2800,NA,NA,NA
Chalcostigma olivaceum,1,4600,3600,4700,3500,NA,NA,NA
Chalcostigma ruficeps,1,3500,1400,3800,1400,3800,1400,del Hoyo (2020)
Chalcostigma stanleyi,1,4200,3000,4500,2200,4200,2200,del Hoyo (2020)
Chalybura buffonii,1,2000,0,2000,0,NA,NA,NA
Chalybura urochrysia,1,900,0,1000,0,NA,NA,NA
Chamaea fasciata,1,2300,0,2300,0,NA,NA,NA
Chamaepetes goudotii,1,3300,500,3500,500,NA,NA,NA
Chamaepetes unicolor,1,2500,450,3100,450,3100,450,del Hoyo (2020)
Chamaeza campanisona,1,1800,50,1850,0,NA,NA,NA
Chamaeza meruloides,1,1500,0,1500,200,NA,NA,NA
Chamaeza mollissima,1,3100,1800,3200,1500,NA,NA,NA
